title,link,image,content
Beşiktaş’ta favori Amartey plase Djiku,https://www.duhuliye.com/besiktasta-favori-amartey-plase-djiku,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/amartey-djiku.webp," Beşiktaş’ta öncelikli gündem maddesi sağ stopere yapılacak takviye. Teknik Direktör Şenol Güneş'in yönetimden acil olarak istediği transferde aday sayısı ikiye düşmüş durumda… Siyah-beyazlıların favorisi Leicester City ile sözleşmesi sona eren ve bonservisi elinde olan Daniel Amertey… Şenol Güneş'in çok beğendiği Ganalı futbolcunun taliplerinin çok olması transferin önündeki engel olsa da Beşiktaş, futbolcuyu ikna etme anlamında ciddi yol almış durumda… SAISS’İN DURUMU BELİRSİZ Kara Kartal'ın bu futbolcuya alternatif olarak belirlediği diğer isimse Alexander Djiku… Strasbourg'la sözleşmesi biten Ganalı futbolcu vatandaşı Amartey gibi bonservisini elinde bulunduruyor. 28 yaşındaki her iki oyuncu için yoğun çaba harcayan Beşiktaş, imza parası, uzun süreli sözleşme ve bonus maddeleriyle transferlerden birini noktalamaya çalışacak. Saiss'in her an gerçekleşecek ayrılma ihtimali, bu bölgeye yapılacak takviyeyi zorunlu hale getiriyor. Kaynak: Sözcü ..."
Halil Dervişoğlu'nda ısrar edilecek,https://www.duhuliye.com/halil-dervisoglunda-israr-edilecek,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/836x530-transfer-haberleri-halil-dervisoglunun-yeni-takimi-belli-oldu-1661864339330.jpg," Tecrübeli çalıştırıcı, Halil için ""Halil Dervişoğlu'nu takımda görmek istiyorum. Sağ, sol ve santrfor olarak oynayabilen ve kendini geliştirmeye açık genç bir oyuncu"" derken; sportif direktör Ceyhun Kazancı ise ""Halil için Brentford 2 milyon euro bonservis istedi. Biz bir sonraki satıştan yüzde 30 pay teklif ettik, kabul etmediler. Şu an Halil için beklemeye geçtik"" dedi. Yönetim, Güneş'in ısrarı üzerine İngiliz ekibine bir miktar bonservis ve satıştan pay şartlarıyla yeni bir teklif hazırlayıp sunma kararı aldı. Kaynak: Fotomaç ..."
"3 milyon Euro'ya gelmişti, yeni kulübü belli oldu",https://www.duhuliye.com/3-milyon-euroya-gelmisti-yeni-kulubu-belli-oldu,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/image-101.png," Fulham'da yaptığı çıkışın ardından Eylül 2013'te 3.15 milyon Euro bonservisle Beşiktaş'ın yolunu tutan Kerim Frei, Siyah Beyazlı ekipte 4 yıl forma giydi. 109 resmi maçta 13 gol, 6 asistle oynayan Kerim, Beşiktaş'ta 2 Süper Lig şampiyonluğu yaşarken Ocak 2017'de Ada'ya döndü. UZUN UĞRAŞLAR SONUCU A MİLLİ TAKIM'I SEÇTİ 1993 yılında Avusturya'da doğan Kerim Frei, Fulham formasıyla Premier Lig'de gösterdiği performansla büyük takımların dikkatini çekmişti. Altyapılarda İsviçre Milli Takımı adına futbol oynayan Kerim, dönemin A Milli Takım Teknik Direktörü Abdullah Avcı'nın ısrarları sonucunda Türkiye'yi tercih etmişti. KISA SÜRELİ ADA MACERASI SONRASI BAŞAKŞEHİR'E GELDİ Birmingham'a transfer olarak İngiltere defterini yeniden açan Kerim, 13 maçta 1 golle oynamasının ardından Türkiye'ye Başakşehir formasıyla döndü. KARDEŞİ İLE BİRLİKTE EMMEN'E GİTTİ Temmuz 2017'de geldiği Başakşehir'den Şubat 2019'da ayrılan başarılı oyuncu, devam eden süreçte kiralık dönemler yaşadı. Maccabi Haifa ve Emmen formaları giymesinin ardından Başakşehir'le sözleşmesini fesheden Kerim, bonservisiyle Hollanda ekibine katıldı. Kiralık sözleşmesi sonrası Emmen'le 1.5 yıllık sözleşme imzalayan Kerim, kardeşini de yanına götürdü. Sol bek Elias Frei da Emmen ile 1.5 yıllık anlaşma yaptı. FATİH KARAGÜMRÜK'TE GEÇEN 2 YIL Yarım sezon Emmen'de oynayan milli oyuncu, Temmuz 2021'de bir kez daha Türkiye defterini açtı. 2 yıl Fatih Karagümrük forması giyen tecrübeli isim, 2022/2023 sezonunun tamamlanmasıyla takımdan ayrıldı. Gümrük, 31 maçta 4 gol, 1 asistle skor katkısı veren Kerim'le yollarını ayırdığını şu ifadelerle duyurdu: VEDA MESAJI 'Futbolcumuz Kerim Frei ile yollarımız karşılıklı anlaşarak ayrılmıştır. Kendisine, bugüne kadar kulübümüze verdiği katkılardan dolayı teşekkür eder, bundan sonraki spor yaşantısında başarılar dileriz.' MANİSA FK İLE ANLAŞTI! 2+1 YILLIK İMZA Kerim Frei, Karagümrük'ten ayrılmasının ardından Manisa Futbol Kulübü'ne imza attı. Siyah Beyazlılar, 29 yaşındaki kanat oyuncusu ile 2+1 yıllık sözleşme imzalandığını duyurdu. İmza töreninde konuşan Kerim Frei, ""Manisa Futbol Kulübü’nün bir parçası olduğum için mutluyum. Tek hedefimiz olan Süper Lig’e çıkmak istiyoruz. Bunun için elimizden geleni yapacağız"" dedi. 'BİZİM İÇİN ÖZEL BİR TRANSFER' Kerim Frei tecrübesiyle takımımıza önemli katkılar sunacağını belirten İdari Direktör Nderim Nexhipi, ""Kerim Frei kadromuzda görmeyi çok istiyorduk. Bu anlamda bizim için özel bir transfer oldu. Tecrübesiyle takımımıza önemli katkılar verecektir. Kendisine Manisa Futbol Kulübümüzün formasıyla başarılar diliyorum"" ifadelerini kullandı. Kaynak: Fanatik ..."
Weghorst hamlesi! Beşiktaş'a dönüş...,https://www.duhuliye.com/weghorst-hamlesi-besiktasa-donus,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/0-gettyimages-1245493866.webp," Beşiktaş'ta tüm gözler yeni sezon öncesi yapılacak transferlere çevrilirken, gündeme gelen isimlerden biri de siyah-beyazlıların eski forveti Weghorst oldu. Afrika Kupası 13 Ocak - 11 Şubat 2024 tarihleri arasında oynanacak. Bu tarihler Süper Lig için en kritik tarihler. Beşiktaş Teknik Direktörü Şenol Güneş de önceki gün düzenlediği basın toplantısına bu konuya dikkat çekti. Tecrübeli teknik adam bu yüzden Aboubakar'a iyi bir alternatif istiyor. Wout Weghorst da yönetim tarafından önüne konulan isim. Ancak Hollandalı için acele yok. Hem kulübü Burnley'nin hem de Wout Weghorst'un Beşiktaş'ın istediği rakamlara gelmesi bekleniyor. Kaynak: Fotomaç ..."
Başkan Çebi'den Gedson açıklaması,https://www.duhuliye.com/baskan-cebiden-gedson-aciklamasi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/62a7b68d4e3fe10834cff1ed.webp," 2022/2023 sezonuna Valerien Ismael yönetiminde giren Beşiktaş, Şenol Güneş'in göreve gelmesinin ardından çok daha iyi bir performans sergilemeye başlamıştı. Sezonu üçüncü sırada tamamlayan siyah - beyazlılar gelecek sezon şampiyon olmak için kolları sıvadı. Transfer çalışmalarına devam eden Beşiktaş'ta kadroya yeni katılacak oyuncularla ilgili çalışmalar yürütülse de takımın yıldız oyuncularına da teklifler geliyor. Bu isimlerden biri de Portekizli yıldız Gedson Fernandes... Beşiktaş Başkanı Ahmet Nur Çebi, Siyah-Beyazlılar’ın parlayan yıldızı Gedson Fernandes’in takımdaki geleceğiyle ilgili olarak açıklamalarda bulundu. Özellikle İtalyan kulüplerinin radarında bulunan Portekizli futbolcu için konuşan Çebi, “Gedson Fernandes’i satmayı düşünmüyorum. Onu bu sezon takımda tutacağım. Çok genç ve bize katkı veren oyuncumuz. Şampiyonluk yaşasın, sonrasına bakarız. Olaya sadece maliyet olarak bakmıyoruz” ifadelerini kullandı. Gedson Fernandes; İtalya, Portekiz ve İspanya kulüplerinin radarında... BEŞİKTAŞ'IN TAVRI NET! Başkan Çebi, takıma takviyeler yapacaklarını da belirtip, “Birçok isim ile temaslarımız var. Acele etmeden transfer yapacağız” ifadelerini kullandı. İtalyan basınında çıkan iddialara göre Lazio’nun 20 milyon Euro’yu gözden çıkardığı futbolcu için Beşiktaş’ın tavrı net. YARISI BENFICA'YA... Yönetim, Gedson için 35 milyon Euro istiyor. Kartal’da bu sezon 36 mücadelede görev yapan Gedson, 3 gol ve 7 asistlik performans sergiledi. Siyah-Beyazlılar, Gedson’u satarsa elde edeceği gelirin yarısı eski kulübü Benfica’ya gidecek. Kaynak: Fanatik ..."
"Beşiktaş, kondisyon ve taktik çalıştı",https://www.duhuliye.com/besiktas-kondisyon-ve-taktik-calisti,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/4-temmuz-antrenman-fotograflari-980-000010.jpg," Beşiktaş, yeni sezon hazırlıklarını dün akşam Nevzat Demir Tesisleri’nde yaptığı antrenmanla sürdürdü. Teknik direktör Şenol Güneş’in yönetiminde yapılan idman, kondisyon ve taktik çalışmasıydı. Isınma koşuları, pas ve 5’e 2 çalışmasıyla başlayan idman, minyatür kale maç ve kondisyon koşularıyla tamamlandı. Siyah-beyazlı ekip, yeni sezon hazırlıklarına, bugün saat 11.00 ile 18.00’de yapacağı antrenmanlarla devam edecek. Kaynak: Fanatik ..."
Berkan Durmaz Beşiktaş'ta,https://www.duhuliye.com/besiktastan-bir-takviye-daha,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/f0nmteuwibkfsuw-1.jpg," Gelecek sezon ülkemizi 7DAYS EuroCup’ta temsil edecek olan Beşiktaş, transfer çalışmalarını tüm hızıyla sürdürüyor. Siyah-beyazlı ekip, yerli rotasyonuna bir takviye daha yaptı. Beşiktaş, Pınar Karşıyaka’dan ayrılan Berkan Durmaz ile anlaştı. 26 yaşındaki oyuncunun gelecek sezon boyunca siyah-beyazlı formayı terletecek. TOFAŞ altyapısından yetişen Berkan, 2021 yazında Bursa ekibinden ayrılmış ve Pınar Karşıyaka’nın yolunu tutmuştu. 26 yaşındaki oyuncu, son 2 sezondur İzmir temsilcisinin formasını terletiyordu. Berkan’ın Karşıyaka ile olan sözleşmesi, bu yaz sona ermişti. Geçtiğimiz sezon toplam 38 Basketbol Süper Ligi müsabakasında süre alan Berkan Durmaz, maç başına 5.0 sayı, 4.1 ribaund ve 0.8 asist ortalamaları ile mücadele etmişti. ..."
Beşiktaş'tan Gökhan İnler açıklaması!,https://www.duhuliye.com/besiktastan-gokhan-inler-aciklamasi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/tayfur-imza/img-7729.jpeg," Bugün medyada, geçmişte Beşiktaş'ta da forma giyen Gökhan İnler'in futbolculuk kariyeri sonrası teknik ekipte yardımcı antrenör olarak görev alabileceği iddia edilmişti. Burak Yılmaz sonrası bir diğer eski Beşiktaşlı oyuncunun teknik ekipte yer alacağı iddiası şaşkınlık yaratırken konuyla ilgili ulaştığımız Beşiktaşlı yetkililer Gökhan İnler iddialarını yalanlayarak ""şu an için böyle bir düşüncemiz yok"" ifadelerini kullandı. Duhuliye.com ..."
''Beşiktaş benim çocukluk hayalim..'',https://www.duhuliye.com/besiktas-benim-cocukluk-hayalim,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/blt.jpg," BJK Nevzat Demir Tesisleri’ndeki antrenmandan önce basın mensuplarına açıklamalarda bulunan Emrecan Bulut, “Beşiktaş’ta forma giydiğim için çok heyecanlıyım, çok mutluyum. Bu benim için büyük bir şeref, çocukluk hayalim. Elimden geleni yapıp bu arma için mücadele edeceğim ve şampiyonluğu alacağız. 2-3 sene önce bugünü hayal edemiyordum. Araya pandemi girmişti. O zaman amatörde oynuyordum, lig de daha geç başladı. Geçen sezona kadar böyle bir hedefim yoktu. Benim için bir şeyler iyi gidince böyle bir hedefim oldu ve başardım, mutluyum” diye konuştu. “2-3 YIL ÖNCESİNE KADAR BÖYLE BİR HEDEFİM YOKTU” Alt liglerden geldiğini ve daha üst seviyelerde oynamak istediğini aktaran siyah-beyazlı futbolcu, “Süper Lig’de 2-3 yıl öncesine kadar böyle bir hedefim yoktu. Buraya gelince hedefim yükseldi, uzun yıllar milli takım ve Beşiktaş forması giymek istiyorum. Umarım bir hikaye yazabilirim. Şenol Güneş’le çalışmak çok gurur verici. Çok büyük başarılara imza attı, ben de inşallah onunla yükseleceğim. Kendisiyle ilk karşılaştığımızda bayramlaşma vardı. Tanışmak için ufak bir sohbetimiz oldu. Çok sıcakkanlı. Hiç yabancılık çekmedim.” ifadelerini kullandı. Beşiktaş’a katkı vermek istediğini ifade eden 20 yaşındaki Emrecan, “En beğendiğim özelliğim fiziğim ve hızımla futbol oynamayı daha çok seviyorum. Benden beklenenin üstünde oynadım belki ama umarım bu sene de üstüne koyup takıma daha fazla katkı sağlayacağım.” değerlendirmesinde bulundu. ..."
"''Eksiklerimin farkındayım,''",https://www.duhuliye.com/eksiklerimin-farkindayim,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/krm.jpg," Yeni sezonun tüm futbol camiasına hayırlı olmasını dileyen Kerem Atakan Kesgin de şu ifadeleri kullandı: “Herkes buraya kafasını boşaltıp, dinlenip geldi. Biz de gerçekten hızlı bir giriş yaptık. İyi çalışıyoruz. 9 Temmuz’da da Avusturya’ya kampa gideceğiz. Burada yüzde yüz çalışıp kampa hazır olmak istiyoruz. Umarım bu sene, geçen sene hak ettiğimiz ancak yakalayamadığımız şampiyonluğu alıp camiamıza hediye ederiz. Bu sezon forma şansı bulduğum sürece bunu iyi kullanacağıma eminim. Bu sene daha fazla çalışarak daha fazla süre bulmaya çalışacağım. Umarım hocam da bana bu şansı verir ve bu sezon ben de takıma katkı sağlayabilirim. Beşiktaş’ta olduğumun farkında olarak buradayım. Eksiklerimin farkındayım, neler yapabileceklerimin farkındayım. Bu sene benim için farklı bir sene olacak, bunu hissediyorum. Ben Beşiktaş’a gelmeden önce UEFA Konferans Ligi’nde bir maç oynamıştım. Tabii bunu bir daha oynamak bana heyecan verir. Umarım Konferans Ligi’nde devam ederiz. Gidebildiğimiz kadar gidip Konferans Ligi’nde forma şansı bulmaya çalışacağım.” ..."
Beşiktaş'ın Tayfur Bingöl teklifi belli oldu,https://www.duhuliye.com/besiktasin-tayfur-bingol-teklifi-belli-oldu,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2022/10/752x395-son-dakika-besiktas-haberleri-valerien-ismaelden-tayfur-bingol-karari-giresunspor-macinda-1665216281593.jpg," Geçtiğimiz sezon başında kiralık olarak siyah-beyazlılara katılan ve sözleşmesinin sona ermesiyle takımdan ayrılan başarılı futbolcuyla ilgili Beşiktaş'tan yeni bir hamle geldi. Beşiktaş, Tayfur Bingöl'ü kadrosuna katmak için görüşmelere başladı. Tecrübeli futbolcu Beşiktaş'ta kalmak için maaşında fedakarlık yapmak isterken, Şenol Güneş de oyuncuyu kadrosunda istiyor. Beşiktaş ilk aşamada 1 milyon Euro olan bonservis bedelini 4 taksit halinde ödemeyi teklif etti ancak Alanyaspor tek seferde almak istiyor. Transferin kısa süre içerisinde 500-600 bin Euro civarı bir rakama bitmesi bekleniyor. fanatik ..."
Tayyip Talha'da son durum,https://www.duhuliye.com/tayyip-talhada-son-durum,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2022/09/tayyip-talha-bugunlerin-hayalini-yasiyorum-h100223-29480.jpg," Beşiktaş Teknik Direktörü Şenol Güneş, dün düzenlediği basın toplantısında şu an en öncelikli ihtiyacının sağ stoper olduğunu belirtmişti. Welinton'un da takımdan ayrılmasıyla sağ ayaklı stoperi kalmayan Beşiktaş'ta gözler bir yandan transfere, bir yandan da sakatlığı devam eden Tayyip Talha Sanuç'a çevrildi. Nisan ayındaki Fenerbahçe derbisinde çapraz bağlarından sakatlanan Tayyip Talha, takımın salon çalışmalarına dahi henüz katılabilmiş değil. Tayyip Talha'nın durumuyla ilgili bilgisine başvurduğumuz Beşiktaş yetkilileri, oyuncunun henüz zamana ihtiyacı olduğunu belirterek en sağlıklı geri dönüşü yapabilmesi için acele edilmeyeceğini, Tayyip Talha'nın sahalara dönüşünün Kasım ayını bulabileceğini ifade etti. Yurt dışı hazırlık kampında da takımdaki yerini alamayacak Tayyip'in ligin ilk 8-10 haftalık periyodunda da forma giymesi beklenmiyor. Duhuliye.com ..."
Cenk Tosun çalışıyor!,https://www.duhuliye.com/cenk-tosun-calisiyor,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/03/besiktas-cenk-tosunun-sozlesmesini-uzatacak-9a98c396.jpg," Son maçta yaşadığı bu sakatlıkla Beşiktaşlıları korkutan Cenk Tosun'un kasığında yırtık olduğu ve sahalara dönüşünün 2 ay gibi bir süreyi bulabileceği ifade edilmişti. İlk resmi maçını 27 Temmuz'da UEFA Konferans Ligi ön elemesinde oynayacak olan Beşiktaş'ta Cenk'in sezon başında birkaç maç kaçırabileceği öne sürülmüştü. Buna karşın Beşiktaş'ın golcüsü Cenk, sahalara öngörülen tarihten daha çabuk dönecek gibi gözüküyor. Geçtiğimiz günlerde katıldığı programda sakatlığının iyi durumda olduğunu belirten Cenk, sezonu açan Beşiktaş'ın İstanbul'da sürdürdüğü kuvvet antrenmanlarına da katılıyor. Tecrübeli golcü instagram hesabından yaptığı paylaşımda, antrenman görüntülerini yayınladı. Cenk Tosun'un formda görüntüsü beklenenden önce sahalara dönebileceği şeklinde yorumlandı. İşte Cenk Tosun'un paylaşımı: Duhuliye.com ..."
Beşiktaş'ın gündemindeki yıldız için Arabistan iddiası,https://www.duhuliye.com/besiktasin-gundemindeki-yildiz-icin-arabistan-iddiasi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/06/coutinho.jpg," Beşiktaş Sportif Direktörü Ceyhun Kazancı ise, dünkü antrenman sonrası basın mensuplarına yaptığı açıklamada Coutinho transferinin şu an için ve bu şartlarda çok zor olduğunu ifade etmiş, Kazancı'nın bu açıklamaları Beşiktaş'ın Coutinho transferinde maliyeti düşürmek için transferin son günlerine kadar bekleyebileceği şeklinde yorumlanmıştı. Beşiktaş Coutinho için beklemeye geçerken, transferlere ayırdığı bütçelerle dikkat çeken Arap kulüpleri, Coutinho için harekete geçti. Fransız basını, Al-Ettifaq kulübünün Coutinho'yu renklerine bağlamak için girişimlere başladığını iddia etti. Haberde, Coutinho ile Aston Villa'da çalışan ve Liverpool'da birlikte oynayan Al-Ettifaq teknik direktörü Steven Gerrard'ın, Coutinho'yu transfer piyasasındaki öncelikli hedeflerinden biri olarak gördüğü belirtilirken, eski hocasının Coutinho'yu Arabistan için ikna edebileceği iddia edildi. Haberde ayrıca Coutinho'nun Barcelona'dan Aston Villa'ya 20 milyon Euro ve sonraki satıştan yüzde 50 pay karşılığında transfer olduğu aktarıldı. Duhuliye.com ..."
Acun Ilıcalı'dan Ozan Tufan açıklaması,https://www.duhuliye.com/acun-ilicalidan-ozan-tufan-aciklamasi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/acun-ilicali-ya-buyuk-surpriz-ozan-tufan-hull-15446881-5848-amp.jpg," Ilıcalı, Ozan Tufan'ın Beşiktaş'a gitmek yerine İngiltere'de kalmak istediğini belirtti. Ayrıca, Ilıcalı İrfan Can Kahveci transferiyle ilgili iddiaları da yalanladı. Adı sık sık Beşiktaş ile anılan Ozan Tufan için Hull City'nin sahibi Acun Ilıcalı'dan açıklama geldi. Ilıcalı futbolcusunun takımdan ayrılmayacağını net bir şekilde ifade etti. ""OZAN TUFAN, HULL CITY'DE KALACAK"" Acun Ilıcalı yaptığı açıklamada, ""Beşiktaş, benim için çok değerli bir camia. Değeri benim için her zaman büyüktür. Ozan Tufan da değerli bir oyuncu. Normal şartlarda Beşiktaş'a giderdi. Ben öyle düşünüyorum. Ozan'a İngiltere'de güzel bir ortam sağladık. Taraftarlar adına şarkılar söylüyor. Premier Lig hayali de var. Buna konsantre. Konu Beşiktaş'ı tercih etmemesi değil, Türkiye'ye dönmek istemiyor. İngiltere'de çok mutlu. Bu sene bizim için çok özel sene. Hocamızı çok seviyor. Aralarında ağabey-kardeş ilişkisi var. Hull City'de kalacak."" ifadelerini kullandı. ""İLK GÖRÜŞECEĞİM KİŞİ SAYIN ALİ KOÇ OLUR"" İrfan Can Kahveci ile ilgilendikleri iddialarına ise Ilıcalı, ""İrfan Can Kahveci'nin transferi gündemimizde yok. İrfan çok büyük bir yetenek, çok severim ama şu anda böyle bir şey yok. Böyle bir durumda ilk görüşeceğim kişi sayın Ali Koç olur. Şimdi böyle bir durum söz konusu değil."" dedi. Kaynak: Sondakika.com ..."
Beşiktaş'ta hazırlıklar sürüyor!,https://www.duhuliye.com/besiktasta-hazirliklar-suruyor,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/ekran-alintisi-99.JPG," Yeni sezon hazırlıklarına devam eden Beşiktaş, akşam antrenmanıyla çalışmalarını sürdürdü. BJK Nevzat Demir Tesisleri'nde yarım saatlik bölümü basına açık olan antrenmana siyah-beyazlı futbolcular, koşularla başladı. Bir süre istasyon çalışmaları yapan Beşiktaşlı oyuncular, daha sonra iki gruba ayrılarak üçerli minyatür kale maç oynadı. Onur Bulut takımdan ayrı idman yaparken, Cenk Tosun ve Tayyip Talha Sanuç'un tedavileri devam etti. Antrenmana izinli olan Amir Hadziahmetovic, Omar Colley, Vincent Aboubakar, Romain Saiss, Salih Uçan ve Mert Günok katılmadı. ..."
Halil Dervişoğlu transferi olursa sürpriz olmaz.,https://www.duhuliye.com/halil-dervisoglu-transferi-olursa-surpriz-olmaz,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/hlds.jpg," Ali Naci Küçük; Beşiktaş daha kreatif, daha aratıcı bir oyuncu alacaktır. Delle Alli olmadı işte, Şenol Güneş nerede ise bir tek ona dokunamadı. Beşiktaş'ta herkese pozitif katkı sağladı ama onu kazanamadı belki Delle Alli'nin yerine birini monte etmek istiyor Beşiktaş birde tabiki ikinci golcü mevzuu var bence o çok önemli Cenk Tosun sakatlandı kampa katılamayacak, sakatlıktan çıktıktan sonra belli bir hazırlık süreci yaşayacak. Ben burada Halil dervişoğlu ismininde bir anlamda olası bir Cenk'in geç dönüşüne önlem almak adına yapılan bir hamle olarak düşünüyorum. Çünkü sadece şu an Aboubakar var. Halil konusunda Beşiktaş'ın Galatasaray'da forma giyerken de bir ilgisi olmuştu. Böyle bir transfer olursa sürpriz olmaz. Gedson'da o bölgede iyi oynamıştı ama böyle birtransfer olursa nasıl bir ikili ortaya çıkar bilimedim. Halil doğru bir isim, doğru bir transfer olur. ..."
"""Şenol Güneş'in sahada takıma katacağı en az 2-3 oyuncu olmalı """,https://www.duhuliye.com/senol-gunesin-sahada-takima-katacagi-en-az-2-3-oyuncu-olmali,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/sg/64a33fe34e3fe1178cf48af3.webp," Ergin Aslan'in sözlerinden öne çıkanlar şöyle: Burak Yılmaz Beşiktaş'a hayırlı olsun. Bir kere çok çok iyi bir Beşiktaşlı ama yaşanmışlıklar var mı var. Hayatta herkes ikinci, üçüncü şansları hak ediyor. Burak Yılmaz'ın gelmesine en çok Nevzat Demir tesisleri'ndeki çalışanlar sevindi, detayını vermeyeyim. Burak Yılmaz'dan teknik adam olur. Çok profesyonel bir futbol yaşantısı vardı onu abuk subuk işler içinde görmezdiniz. Sahada 1 dakika veya 90 dakika mı kaldı, hepsinde o teri görürsünüz. Sporcu bir aileden geliyor, iş disiplini mükemmel, yurt dışında tutundu. PSG'yi geçen Lille'nin en büyük faktörüydü. Açıklanan limitlerde en düşük bütçeye sahip, bu bütçe belirlenen önemli kriterler sonucunda ortaya çıkıyor. Beşiktaş bu bütçe ile yüksek fiyatlı oyuncular yerine, belirli bölgelere belirli oyuncuları alacak, mesele tabi ki ön eleme oraya bu transferlerin yetişmesi lazım. Şenol Güneş'in sahada takıma katacağı en az 2-3 oyuncu olmalı. Bunlar sezonun maçlarıdır. Beşiktaş gibi bir kulübün sezona stad sponsorsuz başlaması gibi bir konu olmamalı. Bu bir yönetim zafiyetine girer. ..."
Beşiktaş'ın yeni transferi Ghezzal,https://www.duhuliye.com/besiktasin-yeni-transferi-ghezzal,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2022/10/rachid-ghezzal-aa-1875295-1.jpg," Geçen sezon peş peşe yaşadığı sakatlıklar sebebiyle geri planda kalan Ghezzal, yeni sezon hazırlıklarına katıldı. HEDEF 50 MAÇ Cezayirli oyuncu, yeni sezonda yaklaşık 50 maça çıkacak Beşiktaş'ta yeni transfer etkisi yaratmak istiyor. Geçtiğimiz sezon sakatlıklardan dolayı yalnızca 11 maçta forma giyebilen Ghezzal gelecek sezon tam performansla dönmek için çalışmalarını sıklaştırdı. Kaynak: Fanatik ..."
Bakasetas için flaş Beşiktaş cevabı!,https://www.duhuliye.com/bakasetas-icin-flas-besiktas-cevabi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/bak.jpg," Trabzonspor'un Başkanı Ertuğrul Doğan konuyla ilgili olarak, ""Bakasetas'la ilgilenen kulüp yok. Olsa da satmam. Boşa gündem yaratılmasın."" ifadelerini kullandı. Bu sezon Trabzonspor formasıyla 41 resmi maçta görev alan Anastasios Bakasetas bu karşılaşmlarda 13 gol atarken 10'da asist yapmayı başardı. ..."
Beşiktaş için sürpriz transfer iddiası! Polonya'dan geliyor...,https://www.duhuliye.com/besiktas-icin-surpriz-transfer-iddiasi-polonyadan-geliyor,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/vel.jpg," Fabrizio Romano'nun haberine göre Beşiktaş, Polonya Ligi ekiplerinden Lech Poznan forması giyen 23 yaşındaki kanat oyuncusu Kristoffer Velde ile ilgileniyor. Takip ediliyor Haberde oyuncu için birçok kulübün devrede olduğu belirtilirken, en ciddi adayın Beşiktaş olduğu belirtildi. 2021/22 sezonunun devre arası transfer döneminde Norveç ekibi Haugesund'dan Lech Poznan'a katılan Velde, Poznan ile çıktığı 58 karşılaşmada 16 gol ve 8 asistlik performans sergiledi. 23 yaşındaki oyuncu, Norveç Milli Takımı'nın formasını da 1 kez sırtına geçirdi. beinsports.com.tr / Dış Haberler ..."
